SORT,Begrotingsprogramma,THEMA,Variabele,Label,Labelkort,Definitie,Bron,Peildatum,Verschijningsfrequentie,Rekeneenheid,Symbool,GROEP,format,Thema Kerncijfertabel,Kleurenpalet,LegendaCode,SD minimum Bevtotaal,SD minimum WvoorrBAG,Geenkerncijfer
611,Bevolking,Bevolking,BEV1P65_79V,Alleenwonend vrouw 65 t/m 79 jaar,Alleenwonend vrouw 65-79 jaar,Aantal alleenwonende vrouwen van 65 jaar en ouder.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
621,Bevolking,Bevolking,BEV1P65_79M,Alleenwonend man 65 t/m 79 jaar,Alleenwonend man 65-79 jaar,Aantal alleenwonende mannen van 65 jaar en ouder.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
631,Bevolking,Bevolking,BEV1P80PLUSV,Alleenwonend vrouw 80+,Alleenwonend vrouw 80+,Aantal alleenwonende vrouwen van 80 aar en ouder.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
641,Bevolking,Bevolking,BEV1P80PLUSM,Alleenwonend man 80+,Alleenwonend man 80+,Aantal alleenwonende mannen van 80 jaar en ouder.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
651,Bevolking,Bevolking,BEVGEB,Bevolkingsloop: geboortes,Geboortes,"Aantal bevallingen gedurende het peiljaar, ongeacht de levensvatbaarheid van het kind of de kinderen.
De geboortestatistiek betreft geboorten uit vrouwen die ten tijde van de bevalling in het bevolkingsregister van Amsterdam zijn opgenomen, ongeacht de plaats waar de bevalling heeft plaatsgevonden. Daarentegen worden bevallingen in Amsterdam van vrouwen die niet in het gemeentelijk bevolkingsregister zijn opgenomen niet meegeteld.",Afd. Basisinformatie / OIS,jaarcijfer,1 keer per jaar,2,,verloop bevolking,F8.,,9,3,0,0,0
661,Bevolking,Bevolking,BEVSTERF,Bevolkingsloop: sterfgevallen,Sterfgevallen,"Het aantal personen dat is overleden waarbij een bevoegde arts een overlijdensakte heeft ondertekend. 
Overledenen worden geteld naar de woongemeente en niet naar de gemeente van overlijden.
In de statistieken heeft sterfte betrekking op het aantal personen dat tijdens het overlijden in het bevolkingsregister van Amsterdam is opgenomen, ongeacht de gemeente waar het overlijden heeft plaatsgevonden. Personen die niet in Amsterdam wonen maar wel hier overlijden worden niet meegeteld.",Afd. Basisinformatie / OIS,jaarcijfer,1 keer per jaar,2,,verloop bevolking,F8.,,9,3,0,0,0
671,Bevolking,Bevolking,BEVVEST,Bevolkingsloop: vestiging extern,Vestiging extern,Aantal personen dat zich gedurende het jaar gevestigd heeft in Amsterdam vanuit een gemeente buiten Amsterdam,Afd. Basisinformatie / OIS,jaarcijfer,1 keer per jaar,2,,verloop bevolking,F8.,,9,3,0,0,0
681,Bevolking,Bevolking,BEVVERT,Bevolkingsloop: vertrek extern,Vertrek extern,Aantal personen dat gedurende het jaar verhuisd is naar een andere gemeente in Nederland of naar het buitenland.,Afd. Basisinformatie / OIS,jaarcijfer,1 keer per jaar,2,,verloop bevolking,F8.,,9,3,0,0,0
691,Bevolking,Bevolking,BEVVESTINT,Bevolkingsloop: vestiging intern,Vestiging intern,Aantal personen dat zich gedurende het jaar gevestigd heeft in het betreffende gebied wegens een verhuizing binnen Amsterdam,Afd. Basisinformatie / OIS,jaarcijfer,1 keer per jaar,2,,verloop bevolking,F8.,,9,3,0,0,0
701,Bevolking,Bevolking,BEVVERTINT,Bevolkingsloop: vertrek intern,Vertrek intern,Aantal personen dat gedurende het jaar vertrokken is uit het betreffende gebied wegens een verhuizing binnen Amsterdam,Afd. Basisinformatie / OIS,jaarcijfer,1 keer per jaar,2,,verloop bevolking,F8.,,9,3,0,0,0
711,Bevolking,Bevolking,BEVGELIJKINT,Bevolkingsloop: migratie binnen gebied,Migratie binnen gebied,Aantal personen dat gedurende het jaar verhuisd is binnen  het betreffende gebied,Afd. Basisinformatie / OIS,jaarcijfer,1 keer per jaar,2,,verloop bevolking,F8.,,9,3,0,0,0
721,Bevolking,Bevolking,BEVMUTNL_P,Mutatiegraad binnenlands,Mutatiegraad binnenlands,"Bevolkingsdynamiek wordt gemeten met het begrip mutatiegraad. 
De Binnenlandse mutatiegraad is: de som van het aantal verhuizingen binnen Nederland gedeeld door de gemiddelde bevolking van een jaar.",Afd. Basisinformatie / OIS,jaarcijfer,1 keer per jaar,1,%,,F5.1,,1,2,500,0,0
731,Bevolking,Bevolking,BEVMUTTOT_P,Mutatiegraad totaal,Mutatiegraad totaal,"Bevolkingsdynamiek wordt gemeten met het begrip mutatiegraad. 
De Mutatiegraad totaal is: de som van het aantal verhuizingen (inclusief verhuizingen van en naar het buitenland) gedeeld door de gemiddelde bevolking van een jaar.",Afd. Basisinformatie / OIS,jaarcijfer,1 keer per jaar,1,%,,F5.1,Stedelijke ontwikkeling en wonen,1,2,500,0,0
741,Bevolking,Bevolking,BEVWOONDUUR,Woonduur gemiddeld,Woonduur gemiddeld,Woonduur op het adres is het aantal jaren vanaf het moment van de registratie op het adres tot de peildatum en wordt berekend als het gemiddelde verschil tussen het peiljaar en het vestigingsjaar van alle bewoners.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,5,jaar,,F5.1,,1,2,0,0,0
751,Bevolking,Bevolking leeftijd,BEV0_4,0-4 jaar,0-4 jaar,Personen in de leeftijd 0 t/m 4 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
761,Bevolking,Bevolking leeftijd,BEV5_9,5-9 jaar,5-9 jaar,Personen in de leeftijd 5 t/m 9 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
771,Bevolking,Bevolking leeftijd,BEV10_14,10-14 jaar,10-14 jaar,Personen in de leeftijd 10 t/m 14 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
781,Bevolking,Bevolking leeftijd,BEV15_19,15-19 jaar,15-19 jaar,Personen in de leeftijd 15 t/m 19 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
791,Bevolking,Bevolking leeftijd,BEV20_24,20-24 jaar,20-24 jaar,Personen in de leeftijd 20 t/m 24 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
801,Bevolking,Bevolking leeftijd,BEV25_29,25-29 jaar,25-29 jaar,Personen in de leeftijd 25 t/m 29 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
811,Bevolking,Bevolking leeftijd,BEV30_34,30-34 jaar,30-34 jaar,Personen in de leeftijd 30 t/m 34 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
821,Bevolking,Bevolking leeftijd,BEV35_39,35-39 jaar,35-39 jaar,Personen in de leeftijd 35 t/m 39 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
831,Bevolking,Bevolking leeftijd,BEV40_44,40-44 jaar,40-44 jaar,Personen in de leeftijd 40 t/m 44 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
841,Bevolking,Bevolking leeftijd,BEV45_49,45-49 jaar,45-49 jaar,Personen in de leeftijd 45 t/m 49 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
851,Bevolking,Bevolking leeftijd,BEV50_54,50-54 jaar,50-54 jaar,Personen in de leeftijd 50 t/m 54 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
861,Bevolking,Bevolking leeftijd,BEV55_59,55-59 jaar,55-59 jaar,Personen in de leeftijd 55 t/m 59 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
871,Bevolking,Bevolking leeftijd,BEV60_64,60-64 jaar,60-64 jaar,Personen in de leeftijd 60 t/m 64 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
881,Bevolking,Bevolking leeftijd,BEV65_69,65-69 jaar,65-69 jaar,Personen in de leeftijd 65 t/m 69 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
891,Bevolking,Bevolking leeftijd,BEV70_74,70-74 jaar,70-74 jaar,Personen in de leeftijd 70 t/m 74 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
901,Bevolking,Bevolking leeftijd,BEV75_79,75-79 jaar,75-79 jaar,Personen in de leeftijd 75 t/m 79 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
911,Bevolking,Bevolking leeftijd,BEV80_84,80-84 jaar,80-84 jaar,Personen in de leeftijd 80 t/m 84 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
921,Bevolking,Bevolking leeftijd,BEV85_89,85-89 jaar,85-89 jaar,Personen in de leeftijd 85 t/m 89 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
931,Bevolking,Bevolking leeftijd,BEV90_94,90-94 jaar,90-94 jaar,Personen in de leeftijd 90 t/m 94 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
941,Bevolking,Bevolking leeftijd,BEV95_99,95-99 jaar,95-99 jaar,Personen in de leeftijd 95 t/m 99 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
951,Bevolking,Bevolking leeftijd,BEV100PLUS,100+,100+,Personen in de leeftijd van 100 jaar of ouder die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd 5-jaarscategorien,F8.,,9,3,0,0,0
961,Bevolking,Bevolking leeftijd,BEV0_3_P,0-3 jaar (%),0-3 jaar (%),Het aandeel van de bevolking met een leeftijd van 0 t/m 3 jaar,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,1,%,,F5.1,,1,2,0,0,0
971,Bevolking,Bevolking leeftijd,BEV0_3,0-3 jaar,0-3 jaar,Personen in de leeftijd 0 t/m 3 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd in 7 categorien,F8.,,9,3,0,0,0
981,Bevolking,Bevolking leeftijd,BEV4_11,4-11 jaar,4-11 jaar,Personen in de leeftijd 4 t/m 11 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd in 7 categorien,F8.,,9,3,0,0,0
991,Bevolking,Bevolking leeftijd,BEV12_17,12-17 jaar,12-17 jaar,Personen in de leeftijd 12 t/m 17 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd in 7 categorien,F8.,,9,3,0,0,0
1001,Bevolking,Bevolking leeftijd,BEV18_22,18-22 jaar,18-22 jaar,Personen in de leeftijd 18 t/m 22 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd in 7 categorien,F8.,,9,3,0,0,0
1011,Bevolking,Bevolking leeftijd,BEV23_39,23-39 jaar,23-39 jaar,Personen in de leeftijd 23 t/m 39 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd in 7 categorien,F8.,,9,3,0,0,0
1021,Bevolking,Bevolking leeftijd,BEV40_64,40-64 jaar,40-64 jaar,Personen in de leeftijd 40 t/m 64 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd in 7 categorien,F8.,,9,3,0,0,0
1031,Bevolking,Bevolking leeftijd,BEV65PLUS,65+,65+,Personen in de leeftijd 65 jaar en ouder die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,leeftijd in 7 categorien,F8.,,9,3,0,0,0
1041,Bevolking,Bevolking leeftijd,BEV65PLUS_P,65+ (%),65+ (%),Het aandeel van de bevolking met een leeftijd van 65-plussers,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,1,%,,F5.1,Bevolking,1,2,0,0,0
1051,Bevolking,Bevolking leeftijd,BEV4_12,4-12 jaar,4-12 jaar,Personen in de leeftijd 4 t/m 12 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
1061,Bevolking,Bevolking leeftijd,BEV4_12_P,4-12 jaar (%),4-12 jaar (%),Het aandeel van de bevolking met een leeftijd van 4 t/m 12 jaar,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,1,%,,F5.1,,1,2,0,0,0
1071,Bevolking,Bevolking leeftijd,BEV13_17,13-17 jaar,13-17 jaar,Personen in de leeftijd 13 t/m 17 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
1081,Bevolking,Bevolking leeftijd,BEV0_17,0-17 jaar,0-17 jaar,Personen in de leeftijd 0 t/m 17 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
1091,Bevolking,Bevolking leeftijd,BEV0_17_P,0-17 jaar (%),0-17 jaar (%),Het aandeel van de bevolking met een leeftijd van 0 t/m 17 jaar,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,1,%,,F5.1,Bevolking,1,2,0,0,0
1101,Bevolking,Bevolking leeftijd,BEV0_18,0-18 jaar,0-18 jaar,Personen in de leeftijd 0 t/m 18 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,Afd. Basisinformatie / OIS,1  januari,1 keer per jaar,2,,,F8.,,9,3,0,0,0
